Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Kilimani, Nairobi, Kenya","This is a brand new development in Nairobi’s upmarket Kilimani area comprising a total of 146 private apartments divided across 14 floors, along with 3 pent suites on the terrace floor. The apartment block has 3 lifts.

Each apartment features an elegantly designed open plan American kitchen and lounge. The apartments also offer floor to ceiling windows that provide natural light and ventilation. The building is fitted with high quality finishes sourced from various reput...read more",2,2,1,?,"ksh 14,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","This superb duplex penthouse apartment is 2,800 sq. ft and is located on Hatheru Road, Lavington. Close proximity to Braeburn School (Gitanga Campus) and the numerous amenities of The Junction Shopping Mall. The apartment has 3 bedrooms, all with en-suite bathrooms and comes fully furnished as per the pictures. The terrace is simply brilliant and provides an abundance of space.

The apartment includes:
. 3 Bedrooms (all ensuite)
. 4 Bathrooms
. Fully equipped kitchen
. ...read more",3,4,1,?,"ksh 36,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Parklands, Nairobi, Kenya","A beautiful 3 Bedroom Apartment for Sale off 5th Parklands.

This spacious, well maintained, functional and well-lit apartment unit is available for sale off 5th Parklands. It is one of 20 units in a seven-story block that consists of only 3 units per floor with each measuring 2300 square feet. The available unit is on the 6th floor and is accessible via the lift and the staircase. The block is L-shaped and has a void that runs from the rooftop deck all the way down to the ...read more",3,3,1,?,"ksh 22,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Garden Estate, Nairobi, Kenya","Built on 0.5 acres piece of land, is this elegant and posh 5br. all en suite Villa in a serene area in Garden Estate. The villa boasts of a gorgeous kitchen and huge laundry area, a separate dining area, a sunken lounge with a veranda opening to the garden, a family room with a balcony facing a mature garden, a study room, and a staff quarters for two.

The master bedroom features a spacious walk-in wardrobe and a Jacuzzi bathtub. There is also a 1BR self-contained guest wi...read more",5,6,1,?,"ksh 85,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A stunning development of 54 apartments and 6 penthouses, these lavishly finished apartments at Haveli Towers are located on 2nd Parklands.

Driven by design, the meticulous planning infuses spice into the space. These smartly calibrated apartments fit seamlessly into your individual lifestyle. The upscale class reflects in the quality of materials utilised to create the ambiance one needs of their dream home.

From glorious living to luxurious features the project has ev...read more",1,1,1,?,"ksh 17,650,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Parklands, Nairobi, Kenya","3 bedroom apartment for sale on 1st Parklands close to Avenue Hospital and with a good connection to Limuru Road. The apartment is the topmost one hence boasts a high ceiling in the main seating and dining area.

Apartment:

 Extra safety grill to the top floor apartments.
Grilled door leading to the main entrance to the apartment.
Guest cloakroom.
Open plan living/dining area with high beamed ceiling.
A long balcony through the living room that connects with the mast...read more",3,2,1,?,"ksh 17,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A 3 bedroom maisonette for sale in a friendly neighbourhood of 24 units on 3rd Parklands with a 5-10 walking distance to Agakhan Hospital/Diamond Plaza and a very close connection to Limuru Road. Great for investment with the hospital and university nearby.

Features:

Entrance porch
Open Sitting and dining room.
Enclosed extended kitchen with an adjacent pantry.
Utility area with a separate exit.
Guest bathroom with instant shower.
Safe haven grill leading to space ...read more",3,3,1,?,"ksh 25,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Langata, Nairobi, Kenya","4 bedroom house all on a single floor in a secure gated compound within the Mukoma Estate. Excellent layout with an open plan dining / living room with large fireplace and then double doors out to a covered terrace overlooking the mature garden. Running along the boundary of the garden is a gentle stream with lush bamboo growing along its banks. In short, a surprising interesting and beautiful garden for a property in a gated community.

The gated community is located in th...read more",4,4,1,?,"ksh 58,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","Exclusive development comprising 5 homes of which 2 units are for sale. Set back off Ushrika Road and in walking distance to the new Hardy Shopping Centre these houses are quiet and peaceful. Each property is set on 0.75 of an acre of tranquil gardens replete with indigenous and non-indigenous mature trees. These homes are unlike an other typical gated development in that they offer great privacy and have lovely warmth and soul.

GROUND LEVEL
• Entrance hallway
• Loun...read more",5,6,1,?,"ksh 105,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","Ultra Modern design with high finish if executed well the end product is a physically appealing yet spacious and high finished house. This is the case in this development, Its a gated community of 14 Triplex Townhouses off Kiambu road. There 5 bedroom with a family room. Has the following features;

– Spacious Lounge well lit with ceiling to floor windows to allow plenty of light. Comes with a fire place
– Dinning room Area
– Modern Kitchen with carefully thought ou...read more",5,5,1,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","AYA RESIDENCE is Kileleshwa’s newest luxury apartment project on Makueni Rd – off Oloitoktok Rd, overlooking the Kischwa River valley just moments away from Valley Arcade.

It is an architectural gem in the heart of Kileleshwa in Nairobi, designed with a sleek contemporary feel complemented by choice amenities. AYA RESIDENCE is an 11-storey residential building with stylish 2, 3 and 4-bedroom apartments offering welcoming living spaces, where you can relax and unwind in...read more",2,2,1,?,"ksh 18,100,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Embakasi, Nairobi, Kenya","Heyben comfort apartment is a unique development comprising of 33 units of one bedroom apartments, with four floors. The apartment is I ideally located in Embakasi /Tassia few minutes’ drive from Taj mall and 25minutes drive from the Nairobi CBD and 11 minutes from JKIA.

Social recreational and shopping amenities are available, Uchumi-Tajmall, Tumaini-Fedha Estate.

The block of apartment   boasts of razor wire boundary wall and 24hr CCTV security system, borehole for ...read more",1,1,1,?,"ksh 75,000,000",✅,✅,NO Garden,NO Swimming Pool
"Kilimani, Nairobi, Kenya","Luxurious 2, 3 & 4 Bedroom Apartment Development in Kilimani coupled with unbeatable Prices is what you need!!

This development offers luxurious apartments that are centrally located in Kilimani area . The development boasts of this unique features;

– Large lounge area space with wall to ceiling windows and Balcony.
– Formal dining area
– Open Plan Fully fitted Kitchen with Bosch appliances .
– Practical Bedroom spaces with inbuilt modern Cabinetry
– Huge ...read more",2,2,1,?,"ksh 12,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","Beautifully built 4 bedroom family home sitting on nearly one acre of land in a prestigious development of 5 homes located off Ndege Road, Karen.

Description & Accommodation
• 4 bedrooms (4 en-suite) double-story house with much character and charm. Elegant hardwood flooring and large airy windows throughout.
• Immaculate exterior with beautifully landscaped and maintained lawn and garden with mature, indigenous trees and pond.

The ground floor consists of a large...read more",4,5,1,?,"ksh 120,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Ridgeways, Nairobi, Kenya","This is a beautiful historic home of 5 bedrooms set on majestic mature gardens of 2.2 acres just minutes from the Northern Bypass. The late sir Michael Blundell, a noted botanist, created the gorgeous glorious gardens. This delightful family home is rich in character and charm and has been thoughtfully and sensitively renovated with modern kitchen and bathrooms. This blending of old-world charm with 21st century conveniences creates a pleasing and impressive home.

Key feat...read more",5,5,1,?,"ksh 350,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"South C, Nairobi, Kenya","MEMONI COURT - SOUTH C


Styled and designed for easy living, while enjoying a brilliant location in South C, are these elegant 3 bedroomed, two en-suite maisonettes sitting on 0.3 Acres of land. Comprising of two units, the maisonettes boasts of a spacious lounge, a dining area, pantry, and a laundry area among others. The units are being sold as a parcel.
Price: Kshs. 40 Millionread more",3,4,1,?,"ksh 40,000,000",✅,✅,NO Garden,NO Swimming Pool
"Nyari, Nairobi, Kenya","Flat 1.8 acre, development property in Nyari.

Ideal for a developer, or for an owner looking to build their own home with ample garden.
This property lies outside but adjacent to the main Nyari estate and is a flat, red soil plot. It is set away from the main road, offering a peaceful environment but has excellent road links to Gigiri via Red Hill Road and Westlands via the Westlands – Red Hill Link Road.
Price: 180 millionread more",1,1,1,?,"ksh 180,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside, Nairobi","This high-end modern 4 bedroom penthouse apartment with a large terrace is set in the eco-friendly suburb of Riverside, surrounded by canopying trees and lush green mature gardens. These apartments are elegantly finished with each of the units enjoying a pristine feel with balconies overlooking the greenery.

Access to the penthouse level from the lift is secured by a safe haven metal door and has CCTV installed on the main entry. Furthermore, there is an additional heavy m...read more",4,4,1,?,"ksh 135,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","Conveniently located on Mbagathi Ridge Road, this family home is the combination of mindful planning and stylish design, set against the backdrop of mature trees. The design, architecture and aesthetic of the house complement each other effortlessly to produce a striking and inviting family home. The exterior white washed walls contrast beautifully against the mature garden and brick roofing - giving the house an unforgettable overall impression. The interior of the house fea...read more",5,3,1,?,"ksh 245,632,085",✅,✅,✅ A Garden ,✅ Swimming Pool
